work_id,author_id
https://openalex.org/W3118615836,https://openalex.org/A5068353058
https://openalex.org/W2133059825,https://openalex.org/A5112431155
https://openalex.org/W1849190772,https://openalex.org/A5075890029
https://openalex.org/W1990513740,https://openalex.org/A5038727864
https://openalex.org/W1658908529,https://openalex.org/A5108677812
https://openalex.org/W1658908529,https://openalex.org/A5002394578
https://openalex.org/W2099111195,https://openalex.org/A5055073921
https://openalex.org/W2099111195,https://openalex.org/A5110907440
https://openalex.org/W2152195021,https://openalex.org/A5102905570
https://openalex.org/W2152195021,https://openalex.org/A5109974163
https://openalex.org/W2037557484,https://openalex.org/A5013165905
https://openalex.org/W2993383518,https://openalex.org/A5108520736
https://openalex.org/W2079105963,https://openalex.org/A5019751186
https://openalex.org/W2079105963,https://openalex.org/A5111532035
https://openalex.org/W2103017472,https://openalex.org/A5069887963
https://openalex.org/W2103017472,https://openalex.org/A5113321696
https://openalex.org/W2103017472,https://openalex.org/A5016349593
https://openalex.org/W2103017472,https://openalex.org/A5077542898
https://openalex.org/W2103017472,https://openalex.org/A5064832872
https://openalex.org/W2103017472,https://openalex.org/A5058567429
https://openalex.org/W2103017472,https://openalex.org/A5064334598
https://openalex.org/W2103017472,https://openalex.org/A5037884529
https://openalex.org/W2103017472,https://openalex.org/A5079846682
https://openalex.org/W2103017472,https://openalex.org/A5006382524
https://openalex.org/W2103017472,https://openalex.org/A5024953209
https://openalex.org/W2103017472,https://openalex.org/A5029292423
https://openalex.org/W2103017472,https://openalex.org/A5033504917
https://openalex.org/W2103017472,https://openalex.org/A5032714338
https://openalex.org/W2103017472,https://openalex.org/A5105780503
https://openalex.org/W2103017472,https://openalex.org/A5016799598
https://openalex.org/W2103017472,https://openalex.org/A5062064598
https://openalex.org/W2103017472,https://openalex.org/A5070528752
https://openalex.org/W2103017472,https://openalex.org/A5086255792
https://openalex.org/W2103017472,https://openalex.org/A5058333700
https://openalex.org/W2093274439,https://openalex.org/A5016939870
https://openalex.org/W2093274439,https://openalex.org/A5028916333
https://openalex.org/W2093274439,https://openalex.org/A5023564623
https://openalex.org/W2093274439,https://openalex.org/A5108345375
https://openalex.org/W2093274439,https://openalex.org/A5057407051
